code;control_digit;name_de;name_en
79221000;9;Steuerberatung;Tax consultancy services
79222000;6;Erstellung von Steuererklärungen;Tax-return preparation services
79223000;3;Zollagentendienste;Custom broker services
79300000;7;"Markt- und Wirtschaftsforschung; Umfragen und Statistiken";"Market and economic research; polling and statistics"
79310000;0;Marktforschung;Market research services
79311000;7;Umfragen;Survey services
79311100;8;Umfragengestaltung;Survey design services
79311200;9;Durchführung von Umfragen;Survey conduction services
79311210;2;Telefon-Umfragen;Telephone survey services
79311300;0;Umfragenanalyse;Survey analysis services
79311400;1;Wirtschaftsforschung;Economic research services
79311410;4;Wirtschaftsfolgenabschätzung;Economic impact assessment
79312000;4;Markttests;Market-testing services
79313000;1;Leistungsüberprüfung;Performance review services
79314000;8;Durchführbarkeitsstudie;Feasibility study
79315000;5;Sozialforschung;Social research services
79320000;3;Meinungsumfragen;Public-opinion polling services
79330000;6;Statistische Dienstleistungen;Statistical services
79340000;9;Werbe- und Marketingdienstleistungen;Advertising and marketing services
79341000;6;Werbedienste;Advertising services
79341100;7;Werbeberatung;Advertising consultancy services
79341200;8;Werbeverwaltung;Advertising management services
79341400;0;Werbekampagnen;Advertising campaign services
79341500;1;Luftwerbung;Aeral advertising services
79342000;3;Marketing;Marketing services
79342100;4;Direktmarketing;Direct marketing services
79342200;5;Reklamedienste;Promotional services
79342300;6;Kundendienst;Customer services
79342310;9;Kundenbefragung;Customer survey services
79342311;6;Umfragen über Kundenzufriedenheit;Customer satisfaction survey
79342320;2;Kundenbetreuung;Customer-care services
79342321;9;Kundentreueprogramm;Customer-loyalty programme
79342400;7;Auktionen;Auction services
79342410;4;Elektronische Auktionen;Electronic auction services
79400000;8;Unternehmens- und Managementberatung und zugehörige Dienste;Business and management consultancy and related services
79410000;1;Unternehmens- und Managementberatung;Business and management consultancy services
79411000;8;Allgemeine Managementberatung;General management consultancy services
79411100;9;Beratungsdienste im Bereich Wirtschaftsförderung;Business development consultancy services
79412000;5;Beratung im Bereich Finanzverwaltung;Financial management consultancy services
79413000;2;Marketing-Beratung;Marketing management consultancy services
79414000;9;Beratung im Bereich Personalverwaltung;Human resources management consultancy services
79415000;6;Beratung in der Produktionsleitung;Production management consultancy services
79415200;8;Entwurfsberatung;Design consultancy services
79416000;3;Öffentlichkeitsarbeit;Public relations services
79416100;4;Verwaltung von Öffentlichkeitsarbeit;Public relations management services
79416200;5;Beratung im Bereich Öffentlichkeitsarbeit;Public relations consultancy services
79417000;0;Sicherheitsberatung;Safety consultancy services
79418000;7;Beschaffungsberatung;Procurement consultancy services
79419000;4;Beratung in Sachen Evaluierung;Evaluation consultancy services
79420000;4;Dienstleistungen im Bereich Unternehmensleitung;Management-related services
79421000;1;Projektmanagement, außer Projektüberwachung von Bauarbeiten;Project-management services other than for construction work
79421100;2;Projektüberwachung, außer Projektüberwachung von Bauarbeiten;Project-supervision services other than for construction work
79421200;3;Projektgestaltung, außer Projektgestaltung von Bauarbeiten;Project-design services other than for construction work
79422000;8;Schlichtung und Vermittlung;Arbitration and conciliation services
79430000;7;Krisenmanagement;Crisis management services
79500000;9;Bürohilfsarbeiten;Office-support services
79510000;2;Telefonauftragsdienste;Telephone-answering services
79511000;9;Telefonistendienste;Telephone operator services
79512000;6;Call-Center;Call centre
79520000;5;Reprografische Dienstleistungen;Reprographic services
79521000;2;Fotokopierdienste;Photocopying services
79530000;8;Übersetzungsdienste;Translation services
79540000;1;Dolmetscherdienste;Interpretation services
79550000;4;Schreib-, Textverarbeitungs- und Desktop-Publishing-Arbeiten;Typing, word-processing and desktop publishing services
79551000;1;Schreibarbeiten;Typing services
79552000;8;Textverarbeitungsdienste;Word-processing services
79553000;5;Desktop-Publishing-Arbeiten;Desktop publishing services
79560000;7;Registraturdienste;Filing services
79570000;0;Erstellen von Adressenlisten, Postversand;Mailing-list compilation and mailing services
79571000;7;Postversand;Mailing services
79600000;0;Personaleinstellung;Recruitment services
79610000;3;Stellenvermittlung;Placement services of personnel
79611000;0;Arbeitsvermittlungsdienste;Job search services
79612000;7;Vermittlung von Bürohilfskräften;Placement services of office-support personnel
79613000;4;Dienstleistungen für den Personalumzug;Employee relocation services
79620000;6;Überlassung von Personal einschließlich Zeitarbeitskräfte;Supply services of personnel including temporary staff
79621000;3;Überlassung von Bürokräften;Supply services of office personnel
79622000;0;Überlassung von Haushaltshilfen;Supply services of domestic help personnel
79623000;7;Überlassung von kaufmännischen oder industriellen Arbeitskräften;Supply services of commercial or industrial workers
79624000;4;Überlassung von Pflegepersonal;Supply services of nursing personnel
79625000;1;Überlassung von medizinischem Personal;Supply services of medical personnel
79630000;9;Dienstleistungen im Personalwesen, außer Stellenvermittlung und Ausleih von Arbeitnehmern;Personnel services except placement and supply services
79631000;6;Dienstleistungen im Bereich Personal sowie Lohn- und Gehaltsabrechnung;Personnel and payroll services
79632000;3;Personalschulung;Personnel-training services
79633000;0;Dienstleistungen in Verbindung mit der Personalentwicklung;Staff development services
79634000;7;Berufsberatung;Career guidance services
79635000;4;Bewertung von Stellenbewerbern vor der Einstellung;Assessment centre services for recruitment
79700000;1;Dienstleistungen von Detekteien und Sicherheitsdiensten;Investigation and security services
79710000;4;Dienstleistungen von Sicherheitsdiensten;Security services
79711000;1;Überwachung von Alarmanlagen;Alarm-monitoring services
79713000;5;Bewachungsdienste;Guard services
79714000;2;Überwachungsdienste;Surveillance services
79714100;3;Dienstleistungen in Verbindung mit Suchsystemen;Tracing system services
79714110;6;Fahndung nach Flüchtigen;Absconder-tracing services
79715000;9;Streifendienste;Patrol services
79716000;6;Ausgabe von Mitarbeiterausweisen;Identification badge release services
79720000;7;Ermittlungsdienste;Investigation services
79721000;4;Dienstleistungen von Detekteien;Detective agency services
79722000;1;Dienstleistungen von Grafologen;Graphology services
79723000;8;Abfallanalyse;Waste analysis services
79800000;2;Druckereidienste und verbundene Dienstleistungen des Druckgewerbes;Printing and related services
79810000;5;Druckereidienste;Printing services
79811000;2;Digitaldruck;Digital printing services
79812000;9;Banknotendruck;Banknote printing services
79820000;8;Dienstleistungen des Druckgewerbes;Services related to printing
79821000;5;Fertigstellung im Bereich Druck;Print finishing services
79821100;6;Korrekturlesen;Proofreading services
79822000;2;Satzarbeit;Composition services
79822100;3;Herstellung von Druckplatten;Print-plate making services
79822200;4;Tiefdruckdienste;Photogravure services
79822300;5;Dienstleistungen im Schriftsatz;Typesetting services
79822400;6;Lithografische Dienste;Lithographic services
79822500;7;Dienstleistungen im Grafik-Design;Graphic design services
79823000;9;Dienstleistungen im Bereich Druck und Lieferung;Printing and delivery services
79824000;6;Druckerei- und Verteilerdienste;Printing and distribution services
79900000;3;Veschiedene Dienstleistungen für Unternehmen und andere Dienstleistungen;Miscellaneous business and business-related services
79910000;6;Verwaltung von Beteiligungsvermögen;Management holdings services
79920000;9;Dienstleistungen des Abfüll- und Verpackungsgewerbes und zugehörige Leistungen;Packaging and related services
79921000;6;Dienstleistungen des Abfüll- und Verpackungsgewerbes;Packaging services
79930000;2;Dienstleistungen bezüglich Produktdesign;Specialty design services
79931000;9;Innenausstattungsdienste;Interior decorating services
79932000;6;Innenarchitektendienste;Interior design services
79933000;3;Entwurfsunterstützungsdienste;Design support services
79934000;0;Möbeldesign;Furniture design services
79940000;5;Dienstleistungen von Inkassoagenturen;Collection agency services
79941000;2;Gebührenerhebung;Toll-collection services
79950000;8;Veranstaltung von Ausstellungen, Messen und Kongressen;Exhibition, fair and congress organisation services
79951000;5;Veranstaltung von Seminaren;Seminar organisation services
79952000;2;Event-Organisation;Event services
79952100;3;Organisation von Kulturveranstaltungen;Cultural event organisation services
79953000;9;Organisation von Festivals;Festival organisation services
79954000;6;Organisation von Parties;Party organisation services
79955000;3;Organisation von Modenschauen;Fashion shows organisation services
79956000;0;Organisation von Messen und Ausstellungen;Fair and exhibition organisation services
79957000;7;Organisation von Auktionen;Auction organisation services
79960000;1;Dienstleistungen des fotografischen Gewerbes und zugehörige Leistungen;Photographic and ancillary services
79961000;8;Dienstleistungen des fotografischen Gewerbes;Photographic services
79961100;9;Werbefotografie;Advertising photography services
79961200;0;Luftaufnahmen;Aerial photography services
79961300;1;Spezielle Dienstleistungen des fotografischen Gewerbes;Specialised photography services
79961310;4;Bohrlochfotografie;Downhole photography services
79961320;7;Unterwasserfotografie;Underwater photography services
79961330;0;Mikroverfilmung;Microfilming services
79961340;3;Röntgenfotografische Dienstleistungen;X-ray photography services
79961350;6;Studiofotografie;Studio photography services
79962000;5;Filmentwicklung;Photograph processing services
79963000;2;Restauration, Reproduktion und Retuschieren von Aufnahmen;Photograph restoration, copying and retouching services
79970000;4;Verlagsdienste;Publishing services
79971000;1;Buchbinderdienste und Verarbeitung;Bookbinding and finishing services
79971100;2;Verarbeitung von Druckerzeugnissen;Book finishing services
79971200;3;Buchbinderdienste;Bookbinding services
79972000;8;Publizieren von Sprachwörterbüchern;Language dictionary publishing services
79972100;9;Publizieren von Wörterbüchern regionaler Sprachen;Regional language dictionary publishing services
79980000;7;Abonnementdienste;Subscription services
79990000;0;Verschiedene Dienstleistungen für Unternehmen;Miscellaneous business-related services
79991000;7;Lagerbestandskontrolle;Stock-control services
79992000;4;Empfangsdienste;Reception services
79993000;1;Gebäude- und Betriebsmittelverwaltung;Building and facilities management services
79993100;2;Betriebsmittelverwaltung;Facilities management services
79994000;8;Vertragsverwaltung;Contract administration services
79995000;5;Bibliotheksverwaltung;Library management services
79995100;6;Archivierung;Archiving services
79995200;7;Katalogisierung;Cataloguing services
79996000;2;Unternehmensorganisation;Business organisation services
79996100;3;Aktenführung;Records management
79997000;9;Dienstleistungen für Geschäftsreisen;Business travel services
79998000;6;Coaching;Coaching services
79999000;3;Scanning und Rechnungsstellung;Scanning and invoicing services
79999100;4;Scanning;Scanning services
79999200;5;Rechnungsstellung;Invoicing services
80000000;4;Allgemeine und berufliche Bildung;Education and training services
80100000;5;Grundschulunterricht;Primary education services
80110000;8;Vorschulunterricht;Pre-school education services
80200000;6;Unterricht im Sekundarbereich;Secondary education services
80210000;9;Unterricht in technischen und berufsbildenden weiterführenden Schulen;Technical and vocational secondary education services
80211000;6;Unterricht in technischen weiterführenden Schulen;Technical secondary education services
80212000;3;Unterricht in berufsbildenden weiterführenden Schulen;Vocational secondary education services
80300000;7;Dienstleistungen von Hochschulen;Higher education services
80310000;0;Jugendbildung;Youth education services
80320000;3;Ausbildung im medizinischen Bereich;Medical education services
80330000;6;Ausbildung im Bereich Sicherheit;Safety education services
80340000;9;Sonderausbildung;Special education services
80400000;8;Erwachsenenbildung und sonstiger Unterricht;Adult and other education services
80410000;1;Verschiedene Unterrichts- und Ausbildungsdienste;Various school services
80411000;8;Ausbildung in Fahrschulen;Driving-school services
80411100;9;Abnahme der Fahrprüfung;Driving-test services
80411200;0;Erteilung von Fahrstunden;Driving lessons
80412000;5;Ausbildung in Flugschulen;Flying-school services
80413000;2;Ausbildung in Segelschulen;Sailing-school services
80414000;9;Ausbildung in Tauchschulen;Diving-school services
80415000;6;Skikurse;Ski-training services
80420000;4;E-Learning;E-learning services
80430000;7;Erwachsenenbildung auf Hochschulebene;Adult-education services at university level
80490000;5;Betrieb einer Bildungseinrichtung;Operation of an educational centre
80500000;9;Ausbildung;Training services
80510000;2;Spezialausbildung;Specialist training services
80511000;9;Ausbildung des Personals;Staff training services
80512000;6;Hundeschulung;Dog training services
80513000;3;Reitunterricht;Horse riding school services
80520000;5;Ausbildungseinrichtungen;Training facilities
80521000;2;Mit Ausbildungsprogrammen verbundene Dienstleistungen;Training programme services
80522000;9;Schulungsseminare;Training seminars
80530000;8;Berufsausbildung;Vocational training services
80531000;5;Industrielle und technische Ausbildung;Industrial and technical training services
80531100;6;Fachausbildung;Industrial training services
80531200;7;Technische Ausbildung;Technical training services
80532000;2;Managementausbildung;Management training services
80533000;9;Einführung und Ausbildung im Umgang mit Computern;Computer-user familiarisation and training services
80533100;0;Ausbildung im Umgang mit Computern;Computer training services
80533200;1;Computerkurse;Computer courses
80540000;1;Ausbildung im Umweltschutz;Environmental training services
80550000;4;Sicherheitsausbildung;Safety training services
80560000;7;Ausbildung in Gesundheitsschutz und erster Hilfe;Health and first-aid training services
80561000;4;Ausbildung in Gesundheitsschutz;Health training services
80562000;1;Ausbildung in erster Hilfe;First-aid training services
80570000;0;Ausbildung in der Persönlichkeitsentwicklung;Personal development training services
80580000;3;Veranstaltung von Sprachkursen;Provision of language courses
80590000;6;Tutorendienste;Tutorial services
80600000;0;Schulung für Verteidigungsgüter und Sicherheitsausrüstung;Training services in defence and security materials
80610000;3;Schulung und Simulation für Sicherheitsausrüstung;Training and simulation in security equipment
80620000;6;Schulung und Simulation für Feuerwaffen und Munition;Training and simulation in firearms and ammunition
80630000;9;Schulung und Simulation für Militärfahrzeuge;Training and simulation in military vehicles
80640000;2;Schulung und Simulation für Kriegsschiffe;Training and simulation in warships
80650000;5;Schulung und Simulation für Luftfahrzeuge, Raketen und Raumfahrzeuge;Training and simulation in aircrafts, missiles and spacecrafts
80660000;8;Schulung und Simulation für militärischen Zwecken dienende elektronische Systeme;Training and simulation in military electronic systems
85000000;9;Dienstleistungen des Gesundheits- und Sozialwesens;Health and social work services
85100000;0;Dienstleistungen des Gesundheitswesens;Health services
85110000;3;Dienstleistungen von Krankenhäusern und zugehörige Leistungen;Hospital and related services
85111000;0;Dienstleistungen von Krankenhäusern;Hospital services
85111100;1;Chirurgische Eingriffe im Krankenhaus;Surgical hospital services
85111200;2;Ärztliche Versorgung im Krankenhaus;Medical hospital services
85111300;3;Gynäkologische Versorgung im Krankenhaus;Gynaecological hospital services
85111310;6;Künstliche Befruchtung;In vitro fertilisation services
85111320;9;Geburtshilfe im Krankenhaus;Obstetrical hospital services
85111400;4;Rehabilitationsmaßnahmen im Krankenhaus;Rehabilitation hospital services
85111500;5;Psychiatrische Versorgung im Krankenhaus;Psychiatric hospital services
85111600;6;Dienstleistungen im Bereich Orthopädie;Orthotic services
85111700;7;Sauerstofftherapiedienste;Oxygen-therapy services
85111800;8;Pathologiedienste;Pathology services
85111810;1;Blutuntersuchungen;Blood analysis services
85111820;4;Bakteriologische Untersuchungen;Bacteriological analysis services
85111900;9;Dialysedienste von Krankenhäusern;Hospital dialysis services
85112000;7;Unterstützung von Krankenhäusern;Hospital support services
85112100;8;Dienstleistungen im Bereich der Krankenhausbettwäsche;Hospital-bedding services
85112200;9;Ambulante Behandlungen;Outpatient care services
85120000;6;Dienstleistungen von Arztpraxen und zugehörige Dienstleistungen;Medical practice and related services
85121000;3;Dienstleistungen von Arztpraxen;Medical practice services
85121100;4;Dienstleistungen von praktischen Ärzten;General-practitioner services
85121200;5;Dienstleistungen von Fachärzten;Medical specialist services
85121210;8;Dienstleistungen von Gynäkologen oder Geburtshelfern;Gyneacologic or obstetric services
85121220;1;Dienstleistungen von Nephrologen oder Neurologen;Nephrology or nervous system specialist services
85121230;4;Dienstleistungen von Kardiologen oder Lungenspezialisten;Cardiology services or pulmonary specialists services
85121231;1;Dienstleistungen von Kardiologen;Cardiology services
85121232;8;Dienstleistungen von Lungenspezialisten;Pulmonary specialists services
85121240;7;Dienstleistungen von HNO oder Audiologen;ENT or audiologist services
85121250;0;Dienstleistungen von Gastroenterologen und Geriatrie-Spezialisten;Gastroenterologist and geriatric services
85121251;7;Dienstleistungen von Gastroenterologen;Gastroenterologist services
85121252;4;Dienstleistungen von Geriatrie-Spezialisten;Geriatric services
85121270;6;Dienstleistungen von Psychiatern oder Psychologen;Psychiatrist or psychologist services
85121271;3;Dienstleistungen von Einrichtungen für psychisch Kranke;Home for the psychologically disturbed services
85121280;9;Dienstleistungen von Ophtalmologen, Dermatologen oder Orthopäden;Ophthalmologist, dermatology or orthopedics services
85121281;6;Dienstleistungen von Ophtalmologen;Ophthalmologist services
85121282;3;Dienstleistungen von Dermatologen;Dermatology services
85121283;0;Dienstleistungen von Orthopäden;Orthopaedic services
85121290;2;Dienstleistungen von Kinderärzten oder Urologen;Paediatric or urologist services
85121291;9;Dienstleistungen von Kinderärzten;Paediatric services
85121292;6;Dienstleistungen von Urologen;Urologist services
85121300;6;Dienstleistungen von Chirurgen;Surgical specialist services
85130000;9;Dienstleistungen von Zahnarztpraxen und zugehörige Dienstleistungen;Dental practice and related services
85131000;6;Dienstleistungen von Zahnarztpraxen;Dental-practice services
85131100;7;Dienstleistungen im Bereich Kieferorthopädie;Orthodontic services
85131110;0;Chirurgische Behandlung in der Kieferorthopädie;Orthodontic-surgery services
85140000;2;Diverse Dienstleistungen im Gesundheitswesen;Miscellaneous health services
85141000;9;Dienstleistungen von medizinischem Personal;Services provided by medical personnel
85141100;0;Dienstleistungen von Hebammen;Services provided by midwives
85141200;1;Dienstleistungen von Krankenpflegepersonal;Services provided by nurses
85141210;4;Medizinische Hausbehandlung;Home medical treatment services
85141211;1;Hausdialysebehandlung;Dialysis home medical treatment services
85141220;7;Beratungsleistungen von Krankenpflegepersonal;Advisory services provided by nurses
85142000;6;Dienstleistungen von nichtärztlichem Personal;Paramedical services
85142100;7;Physiotherapiedienste;Physiotherapy services
85142200;8;Dienstleistungen von Homöopathen;Homeopathic services
85142300;9;Hygienedienste;Hygiene services
85142400;0;Hauszustellung von Inkontinenzartikeln;Home delivery of incontinence products
85143000;3;Einsatz von Krankenwagen;Ambulance services
85144000;0;Dienstleistungen von Krankenanstalten;Residential health facilities services
85144100;1;Dienstleistungen von Pflegeeinrichtungen;Residential nursing care services
85145000;7;Dienstleistungen von medizinischen Laboratorien;Services provided by medical laboratories
85146000;4;Dienstleistungen von Blutbanken;Services provided by blood banks
85146100;5;Dienstleistungen von Spermabanken;Services provided by sperm banks
85146200;6;Dienstleistungen von Organbanken;Services provided by transplant organ banks
85147000;1;Betriebliche Gesundheitsfürsorge;Company health services
85148000;8;Medizinische Analysedienste;Medical analysis services
85149000;5;Dienstleistungen im pharmazeutischen Bereich;Pharmacy services
85150000;5;Dienstleistungen im Bereich medizinische Bildverarbeitung;Medical imaging services
85160000;8;Dienstleistungen von Optikern;Optician services
85170000;1;Dienstleistungen in den Bereichen Akupunktur und Chiropraktik;Acupuncture and chiropractor services
85171000;8;Dienstleistungen im Bereich Akupunktur;Acupuncture services
85172000;5;Dienstleistungen im Bereich Chiropraktik;Chiropractor services
85200000;1;Dienstleistungen des Veterinärwesens;Veterinary services
85210000;3;Haustierzuchten;Domestic animal nurseries
85300000;2;Dienstleistungen des Sozialwesens und zugehörige Dienstleistungen;Social work and related services
85310000;5;Dienstleistungen des Sozialwesens;Social work services
85311000;2;Dienstleistungen im Sozialwesen in Verbindung mit Heimen;Social work services with accommodation
85311100;3;Altenfürsorgeleistungen;Welfare services for the elderly
85311200;4;Behindertenfürsorgeleistungen;Welfare services for the handicapped
85311300;5;Kinder- und Jugendfürsorgeleistungen;Welfare services for children and young people
85312000;9;Dienstleistungen der Sozialfürsorge, ohne Unterbringung;Social work services without accommodation
85312100;0;Betreuung in Tagesstätten;Daycare services
85312110;3;Betreuungsleistungen in Kinderkrippen;Child daycare services
85312120;6;Betreuungsleistungen für behinderte Kinder und Jugendliche in Tagesheimen;Daycare services for handicapped children and young people
85312200;1;Lebensmittel-Hauslieferungen;Homedelivery of provisions
85312300;2;Orientierungs- und Beratungsdienste;Guidance and counselling services
85312310;5;Orientierungsdienste;Guidance services
85312320;8;Beratungsdienste;Counselling services
85312330;1;Familienplanung;Family-planning services
85312400;3;Nicht in Heimen erbrachte Fürsorgeleistungen;Welfare services not delivered through residential institutions
85312500;4;Rehabilitation;Rehabilitation services
85312510;7;Berufliche Wiedereingliederung;Vocational rehabilitation services
85320000;8;Dienstleistungen im Sozialwesen;Social services
85321000;5;Verwaltungsdienste im Sozialwesen;Administrative social services
85322000;2;Kommunales Aktionsprogramm;Community action programme
85323000;9;Kommunaler Gesundheitsdienst;Community health services
90000000;7;Abwasser- und Abfallbeseitigungs-, Reinigungs- und Umweltschutzdienste;Sewage, refuse, cleaning and environmental services
90400000;1;Dienstleistungen in der Abwasserbeseitigung;Sewage services
90410000;4;Abwassersammlung;Sewage removal services
90420000;7;Abwasserbehandlung;Sewage treatment services
90430000;0;Abwasserbeseitigung;Sewage disposal services
90440000;3;Reinigung von Klärgruben;Treatment services of cesspools
90450000;6;Reinigung von Faulbecken;Treatment services of septic tanks
90460000;9;Leerung von Klärgruben oder Faulbecken;Cesspool or septic tank emptying services
90470000;2;Reinigung von Abwässerkanälen;Sewer cleaning services
90480000;5;Verwaltung von Kanalisationsnetzen und Abwasseranlagen;Sewerage management services
90481000;2;Betrieb einer Kläranlage;Operation of a sewage plant
90490000;8;Überprüfung von Abwasserkanälen und Beratung in Sachen Abwasserbehandlung;Sewer survey and sewage treatment consultancy services
90491000;5;Überprüfung von Abwasserkanälen;Sewer survey services
90492000;2;Beratung in der Abwasserbehandlung;Sewage treatment consultancy services
90500000;2;Dienstleistungen im Zusammenhang mit Siedlungs- und anderen Abfällen;Refuse and waste related services
90510000;5;Beseitigung und Behandlung von Siedlungsabfällen;Refuse disposal and treatment
90511000;2;Abholung von Siedlungsabfällen;Refuse collection services
90511100;3;Einsammeln von kommunalem Müll;Urban solid-refuse collection services
90511200;4;Einsammeln von Hausmüll;Household-refuse collection services
90511300;5;Müllsammlung;Litter collection services
90511400;6;Altpapiersammlung;Paper collecting services
90512000;9;Transport von Haushaltsabfällen;Refuse transport services
90513000;6;Behandlung und Beseitigung ungefährlicher Siedlungs- und anderer Abfälle;Non-hazardous refuse and waste treatment and disposal services
90513100;7;Hausmüllbeseitigung;Household-refuse disposal services
90513200;8;Beseitigung von kommunalem Müll;Urban solid-refuse disposal services
90513300;9;Verbrennung von Siedlungsabfällen;Refuse incineration services
90513400;0;Aschenbeseitigung;Ash disposal services
90513500;1;Aufbereitung und Entsorgung von flüssigen Abfällen;Treatment and disposal of foul liquids
90513600;2;Schlammbeseitigung;Sludge removal services
90513700;3;Schlammtransport;Sludge transport services
90513800;4;Schlammbehandlung;Sludge treatment services
90513900;5;Schlammentsorgung;Sludge disposal services
90514000;3;Recycling von Siedlungsabfällen;Refuse recycling services
90520000;8;Dienstleistungen im Zusammenhang mit radioaktiven, giftigen, medizinischen und gefährlichen Abfällen;Radioactive-, toxic-, medical- and hazardous waste services
90521000;5;Behandlung von radioaktiven Abfällen;Radioactive waste treatment services
90521100;6;Abfuhr von radioaktiven Abfällen;Collection of radioactive waste
90521200;7;Lagerung von radioaktiven Abfällen;Radioactive waste storage services
90521300;8;Entsorgung von radioaktiven Abfällen;Disposal of radioactive waste
90521400;9;Transport von radioaktiven Abfällen;Transport of radioactive waste
90521410;2;Transport schwach radioaktiver Abfälle;Transportation of low level nuclear waste
90521420;5;Transport mittelradioaktiver Abfälle;Transportation of intermediate level nuclear waste
90521500;0;Verpackung radioaktiver Abfälle;Packaging of radioactive waste
90521510;3;Verpackung schwach radioaktiver Abfälle;Packaging of low level nuclear waste
90521520;6;Verpackung mittelradioaktiver Abfälle;Packaging of intermediate level nuclear waste
90522000;2;Dienstleistungen für verseuchten Boden;Services relating to contaminated soil
90522100;3;Abtragen von verseuchtem Boden;Removal of contaminated soil
90522200;4;Beseitigung von verseuchtem Boden;Disposal of contaminated soil
90522300;5;Sanierung von verseuchtem Boden;Contaminated-soil treatment services
90522400;6;Bodensanierung;Cleaning and treatment of soil
90523000;9;Entsorgung von Giftmüll, außer Atommüll und verseuchten Böden;Toxic waste disposal services except radioactive waste and contaminated soil
90523100;0;Beseitigung von Waffen und Munition;Weapons and ammunition disposal services
90523200;1;Bombenentschärfung;Bomb-disposal services
90523300;2;Minenräumung;Mine sweeping services
90524000;6;Dienstleistungen für medizinische Abfälle;Medical waste services
90524100;7;Einsammlung von Krankenhausabfällen;Clinical-waste collection services
90524200;8;Beseitigung von Krankenhausabfällen;Clinical-waste disposal services
90524300;9;Beseitigung von biologischen Abfällen;Removal services of biological waste
90524400;0;Einsammlung, Transport und Beseitigung von Krankenhausabfällen;Collection, transport and disposal of hospital waste
90530000;1;Betrieb einer Mülldeponie;Operation of a refuse site
90531000;8;Verwaltung von Deponien;Landfill management services
90532000;5;Verwaltung von Kohlehalden;Coal-tip management services
90533000;2;Verwaltung von Müllhalden;Waste-tip management services
90600000;3;Reinigung und Sanierung des städtischen und ländlichen Raumes, und zugehörige Dienstleistungen;Cleaning and sanitation services in urban or rural areas, and related services
90610000;6;Straßenreinigung und Straßenkehrdienste;Street-cleaning and sweeping services
90611000;3;Straßenreinigung;Street-cleaning services
90612000;0;Straßenkehrdienste;Street-sweeping services
90620000;9;Schneeräumung;Snow-clearing services
90630000;2;Glatteisbeseitigung;Ice-clearing services
90640000;5;Reinigung und Entleerung von Einlaufschächten;Gully cleaning and emptying services
90641000;2;Reinigung von Einlaufschächten;Gully cleaning services
90642000;9;Entleerung von Einlaufschächten;Gully emptying services
90650000;8;Asbestbeseitigung;Asbestos removal services
90660000;1;Bleientfernung;Deleading services
90670000;4;Desinfektion und Schädlingsbekämpfung des städtischen und ländlichen Raumes;Disinfecting and exterminating services in urban or rural areas
90680000;7;Strandreinigung;Beach cleaning services
90690000;0;Graffiti-Entfernung;Graffiti removal services
90700000;4;Dienstleistungen im Umweltschutz;Environmental services
90710000;7;Umweltmanagement;Environmental management
90711000;4;Umweltfolgenabschätzung in anderen Bereichen als dem Bausektor;Environmental impact assessment other than for construction
90711100;5;Risiko- oder Gefahrenabschätzung in anderen Bereichen als dem Bausektor;Risk or hazard assessment other than for construction
90711200;6;Umweltnormen in anderen Bereichen als dem Bausektor;Environmental standards other than for construction
90711300;7;Analyse von Umweltindikatoren in anderen Bereichen als dem Bausektor;Environmental indicators analysis other than for construction
90711400;8;Dienstleistungen im Zusammenhang mit der Umweltfolgenabschätzung in anderen Bereichen als dem Bausektor;Environmental Impact Assessment (EIA) services other than for construction
90711500;9;Umweltüberwachung in anderen Bereichen als dem Bausektor;Environmental monitoring other than for construction
90712000;1;Umweltplanung;Environmental planning
90712100;2;Umweltorientierte Stadtentwicklungsplanung;Urban environmental development planning
90712200;3;Planung einer Waldschutzstrategie;Forest conservation strategy planning
90712300;4;Planung einer Meeresschutzstrategie;Marine conservation strategy planning
90712400;5;Planung einer Strategie für das Management oder den Schutz natürlicher Ressourcen;Natural resources management or conservation strategy planning services
90712500;6;Planung oder Aufbau von Umwelteinrichtungen;Environmental institution building or planning
90713000;8;Beratung in Umweltfragen;Environmental issues consultancy services
90713100;9;Beratung in Sachen Wasserversorgung und Abwasser in anderen Bereichen als dem Bausektor;Consulting services for water-supply and waste-water other than for construction
90714000;5;Umweltaudit;Environmental auditing
90714100;6;Umweltinformationssysteme;Environmental information systems
90714200;7;Umweltaudits in Unternehmen;Corporate environmental auditing services
90714300;8;Branchenspezifische Umweltaudits;Sectoral environmental auditing services
90714400;9;Tätigkeitsspezifische Umweltaudits;Activity specific environmental auditing services
90714500;0;Kontrolle der Umweltqualität;Environmental quality control services
90714600;1;Kontrolle der Umweltsicherheit;Environmental security control services
90715000;2;Untersuchung von Verschmutzungen;Pollution investigation services
90715100;3;Untersuchung von Chemikalien- und Ölverschmutzungen;Chemicals and oil pollution investigation services
90715110;6;Untersuchung von Gaswerken;Gasworks site investigation
90715120;9;Untersuchung von Chemiewerken oder Erdölraffinerieabfällen;Chemical works or oil refinery waste site investigation
90715200;4;Untersuchung anderer Verschmutzungen;Other pollution investigation services
90715210;7;Untersuchung von Erdöllagern oder -terminals;Oil depot or terminal site investigation
90715220;0;Untersuchung von Industrieanlagen;Industrial site investigation
90715230;3;Untersuchung von Industrieabfalldeponien;Industrial waste site investigation
90715240;6;Untersuchung von Holzbearbeitungsanlagen;Wood treatment plant site investigation
90715250;9;Untersuchung von chemischen Reinigungen;Dry cleaning plants site investigation
90715260;2;Untersuchung von Gießereien;Foundry site investigation
